id,name,shortname,entrez_id,mgi
1556,"Transmembrane protein 200A","Tmem200a","77220","1924470"
1557,"Ca2+-dependent activator protein for secretion 2","Cadps2","320405","2443963"
1558,"contactin 3","Cntn3","18488","99534"
1559,"pleckstrin homology domain containing, family G (with RhoGef domain) member 1","Plekhg1","213783","2676551"
1560,"SPARC related modular calcium binding 1","Smoc1","64075","1929878"
1561,"transmembrane protein 163","Tmem163","72160","1919410"
1562,"urocortin 2","Ucn2","171530","2176375"
1563,"Na+/K+ transporting ATPase interacting 1","Nkain1","67149","1914399"
1564,"calcium/calmodulin-dependent serine protein kinase (MAGUK family)","Cask","12361","1309489"
1565,"CAP, adenylate cyclase-associated protein, 2 (yeast)","Cap2","67252","1914502"
1566,"RIKEN cDNA 2010300C02 gene","2010300C02Rik","72097","1919347"
1567,"growth arrest specific 7","Gas7","14457","1202388"
1568,"protein kinase C, gamma","Prkcc","18752","97597"
1569,"transmembrane protein 178","Tmem178","68027","1915277"
1570,"aldehyde dehydrogenase family 1, subfamily A1","Aldh1a1","11668","1353450"
1571,"ADP-ribosylation factor-like 6 interacting protein 1","Arl6ip1","54208","1858943"
1572,"B lymphoma Mo-MLV insertion region 1","Bmi1","12151","88174"
1573,"complement component 1, q subcomponent-like 2","C1ql2","226359","3032521"
1574,"developing brain homeobox 1","Dbx1","13172","94867"
1575,"GS homeobox 1","Gsx1","14842","95842"
1576,"LIM domain and actin binding 1","Lima1","65970","1920992"
1577,"cyclin D binding myb-like transcription factor 1","Dmtf1","23857","1344415"
1578,"potassium voltage-gated channel, subfamily G, member 3","Kcng3","225030","2663923"
1579,"Kruppel-like factor 16","Klf16","118445","2153049"
1580,"solute carrier family 36 (proton/amino acid symporter), member 2","Slc36a2","246049","1891430"
1581,"ribosomal protein L3","Rpl3","27367","1351605"
1604,"delta-like 1 homolog (Drosophila)","Dlk1","13386","94900"
1582,"ubiquitin specific peptidase 14","Usp14","59025","1928898"
1583,"LIM homeobox protein 2","Lhx2","16870","96785"
1584,"double C2, beta","Doc2b","13447","1100497"
1585,"calcium/calmodulin-dependent protein kinase II gamma","Camk2g","12325","88259"
1586,"opsin 3","Opn3","13603","1338022"
1587,"RIKEN cDNA 3632451O06 gene","3632451O06Rik","67419","1914669"
1588,"TYRO3 protein tyrosine kinase 3","Tyro3","22174","104294"
1589,"follistatin","Fst","14313","95586"
1590,"aldehyde dehydrogenase family 7, member A1","Aldh7a1","110695","108186"
1591,"zinc finger, DHHC domain containing 7","Zdhhc7","102193","2142662"
1592,"insulin-like growth factor I receptor","Igf1r","16001","96433"
1593,"POU domain, class 3, transcription factor 3","Pou3f3","18993","102564"
1594,"RAP1, GTP-GDP dissociation stimulator 1","Rap1gds1","229877","2385189"
1595,"regulator of G-protein signalling 10","Rgs10","67865","1915115"
1596,"reprimo, TP53 dependent G2 arrest mediator candidate","Rprm","67874","1915124"
1597,"bone morphogenetic protein 3","Bmp3","110075","88179"
1598,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11","Mllt11","56772","1929671"
1599,"junctophilin 3","Jph3","57340","1891497"
1600,"sodium channel, voltage-gated, type I, beta","Scn1b","20266","98247"
1601,"fibronectin leucine rich transmembrane protein 3","Flrt3","71436","1918686"
1602,"SPHK1 interactor, AKAP domain containing","Sphkap","77629","1924879"
1603,"BEN domain containing 6","Bend6","320705","2444572"
1605,"forkhead box A1","Foxa1","15375","1347472"
1606,"FXYD domain-containing ion transport regulator 7","Fxyd7","57780","1889006"
1607,"kringle containing transmembrane protein 1","Kremen1","84035","1933988"
1608,"leucine-rich repeat LGI family, member 2","Lgi2","246316","2180196"
1609,"endothelin converting enzyme-like 1","Ecel1","13599","1343461"
1610,"nephronectin","Npnt","114249","2148811"
1611,"nuclear factor I/A","Nfia","18027","108056"
1612,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5","St6galnac5","26938","1349471"
1613,"neogenin","Neo1","18007","1097159"
1614,"signal-induced proliferation-associated 1 like 1","Sipa1l1","217692","2443679"
1615,"cytochrome P450, family 7, subfamily b, polypeptide 1","Cyp7b1","13123","104978"
1616,"calmodulin 2","Calm2","12314","103250"
1617,"T-cell lymphoma invasion and metastasis 2","Tiam2","24001","1344338"
1618,"proprotein convertase subtilisin/kexin type 1","pcsk1","18548","97511"
1619,"NEL-like 2 (chicken)","Nell2","54003","1858510"
1620,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2","Slc24a2","76376","1923626"
1621,"contactin 1","Cntn1","12805","105980"
1622,"mitogen activated protein kinase 3","Mapk3","26417","1346859"
1623,"procollagen, type XXV, alpha 1","Col25a1","77018","1924268"
1624,"G protein-coupled receptor 123","Gpr123","52389","1277167"
1625,"protein kinase C, eta","Prkch","18755","97600"
1626,"mechanosensory transduction mediator","Stum","381310","2138735"
1628,"myosin, light polypeptide 6, alkali, smooth muscle and non-muscle","Myl6","17904","109318"
1627,"desmoplakin","Dsp","109620","109611"
1629,"selenoprotein W, muscle 1","Selenow","20364","1100878"
1630,"spectrin alpha, non-erythrocytic 1","Sptan1","20740","98386"
1631,"similar to melanoma antigen","LOC675706","675706",""
1632,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3","Elovl3","12686","1195976"
1633,"G protein-coupled receptor 68","Gpr68","238377","2441763"
1634,"protein phosphatase 1, regulatory (inhibitor) subunit 2","Ppp1r2","66849","1914099"
1635,"retinoic acid receptor, beta","Rarb","218772","97857"
1636,"cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1","Chordc1","66917","1914167"
1637,"FK506 binding protein 3","Fkbp3","30795","1353460"
1638,"gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1","Gabarapl1","57436","1914980"
1639,"WD repeat domain 74","Wdr74","107071","2147427"
1640,"torsin family 1, member A","Tor1a","30931","1353568"
1641,"wingless-type MMTV integration site 9B","Wnt9b","22412","1197020"
1642,"lectin, galactose binding, soluble 3","Lgals3","16854","96778"
1643,"lectin, galactose binding, soluble 1","Lgals1","16852","96777"
1644,"Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1","Cited1","12705","108023"
1645,"UBX domain protein 11","Ubxn11","67586","1914836"
1646,"forkhead box O3a","Foxo3a","56484","1890081"
1647,"enoyl Coenzyme A hydratase domain containing 2","Echdc2","52430","1289238"
1648,"homeobox A5","Hoxa5","15402","96177"
1649,"breast cancer anti-estrogen resistance 1","Bcar1","12927","108091"
1650,"adenylate cyclase 1","Adcy1","432530","99677"
1651,"caspase 9","Casp9","12371","1277950"
1652,"doublecortin domain containing 2a","Dcdc2a","195208","2652818"
1653,"dyslexia susceptibility 1 candidate 1 homolog (human)","Dyx1c1","67685","1914935"
1654,"glutaminase","Gls","14660","95752"
1655,"G protein-coupled receptor, family C, group 5, member D","Gprc5d","93746","1935037"
1656,"hypocretin (orexin) receptor 2","Hcrtr2","387285","2680765"
1657,"melatonin receptor 1A","Mtnr1a","17773","102967"
1658,"progesterone receptor","Pgr","18667","97567"
1659,"tumor necrosis factor receptor superfamily, member 12a","Tnfrsf12a","27279","1351484"
1660,"calpain, small subunit 1","Capns1","12336","88266"
1661,"stathmin-like 2","Stmn2","20257","98241"
1662,"BCL2-like 11 (apoptosis facilitator)","Bcl2l11","12125","1197519"
1663,"ribosomal protein S24","Rps24","20088","98147"
1664,"D130043K22Rik","D130043K22Rik","210108","3036268"
1665,"nuclear receptor subfamily 2, group F, member 1","Nr2f1","13865","1352451"
1666,"solute carrier family 6 (neurotransmitter transporter), member 15","Slc6a15","103098","2143484"
1667,"G protein-coupled receptor 171","Gpr171","229323","2442043"
1668,"neuromedin B receptor","Nmbr","18101","1100525"
1669,"serine/threonine/tyrosine kinase 1","Styk1","243659","2141396"
1670,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9","Serpina9","71907","1919157"
1671,"RASD family, member 2","Rasd2","75141","1922391"
1672,"potassium voltage-gated channel, shaker-related subfamily, member 4","Kcna4","16492","96661"
1673,"synapse differentiation inducing 1 like","Syndig1l","627191","2685107"
1674,"CD4 antigen","Cd4","12504","88335"
1675,"striatin interacting protein 2","Strip2","320609","2444363"
1676,"thrombospondin, type I, domain containing 7A","Thsd7a","330267","2685683"
1677,"tescalcin","Tesc","57816","1930803"
1678,"lectin, galactose binding, soluble 9","Lgals9","16859","109496"
1679,"LIM motif-containing protein kinase 2","Limk2","16886","1197517"
1680,"olfactory receptor 734","Olfr734","258658","3030568"
1681,"reticuloendotheliosis oncogene","Rel","19696","97897"
1682,"pseudouridylate synthase 10","Pus10","74467","1921717"
1683,"olfactory receptor 732","Olfr732","258659","3030566"
1684,"cytokine receptor-like factor 1","Crlf1","12931","1340030"
1685,"annexin A4","Anxa4","11746","88030"
1686,"gamma-aminobutyric acid (GABA-A) receptor, subunit alpha 4","Gabra4","14397","95616"
1687,"guanylate cyclase 2c","Gucy2c","14917","106903"
1688,"serine (or cysteine) peptidase inhibitor, clade A, member 3C","Serpina3c","16625","102848"
1689,"solute carrier family 10 (sodium/bile acid cotransporter family), member 4","Slc10a4","231290","3606480"
1690,"solute carrier family 22 (organic cation transporter), member 3","Slc22a3","20519","1333817"
1691,"serine/threonine kinase 32A","Stk32a","269019","2442403"
1692,"latexin","Lxn","17035","107633"
1693,"frequently rearranged in advanced T cell lymphomas","Frat1","14296","109450"
1694,"gap junction protein, gamma 1","Gjc1","14615","95718"
1695,"paternally expressed 3","Peg3","18616","104748"
1696,"deoxythymidylate kinase","Dtymk","21915","108396"
1697,"Scratch homolog 2","Scrt2","545474","Mm.214317"
1698,"prune homolog 2 (Drosophila)","Prune2","353211","1925004"
1699,"calcitonin-related polypeptide, beta","Calcb","116903","2151254"
1700,"calcitonin receptor","Calcr","12311","101950"
1701,"Integrin alpha X","Itgax","16411","96609"
1702,"transmembrane protein 230","Tmem230","70612","1917862"
1703,"RIKEN cDNA 2310046K01 gene","2310046K01Rik","69698","1916948"
1704,"RIKEN cDNA 5430405G05 gene","5430405G05Rik","108832","1918629"
1705,"Cytochrome c oxidase subunit IV isoform 1","Cox4i1","12857","88473"
1706,"EG545864 predicted gene","EG545864","545864","3647624"
1707,"Glutathione peroxidase 3","GpX3","14778","105102"
1708,"synaptotagmin XVII","Syt17","110058","104966"
1709,"cytochrome b-561","Cyb561","13056","103253"
1710,"ataxin 1","Atxn1","20238","104783"
1711,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1","Slc25a1","13358","1345283"
1712,"G-protein-coupled receptor 50","Gpr50","14765","1333877"
1713,"RIKEN cDNA B430201A12 gene","B430201A12Rik","329739","3036259"
1714,"ventral anterior homeobox 1","Vax1","22326","1277163"
1715,"paired-like homeobox 2a","Phox2a","11859","106633"
1716,"retina and anterior neural fold homeobox","Rax","19434","109632"
1717,"UNC homeobox","Uncx","22255","108013"
1718,"CDGSH iron sulfur domain 1","Cisd1","52637","1261855"
1719,"platelet derived growth factor receptor, beta polypeptide","Pdgfrb","18596","97531"
1720,"glucagon-like peptide 1 receptor","Glp1r","14652","99571"
1721,"pogo transposable element with ZNF domain","Pogz","229584","2442117"
1722,"potassium voltage-gated channel, subfamily G, member 4","Kcng4","66733","1913983"
1723,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2","B3galt2","26878","1349461"
1724,"complexin 3","Cplx3","235415","2384571"
1725,"RAB37, member RAS oncogene family","Rab37","58222","1929945"
1726,"centrosomal protein 290","Cep290","216274","2384917"
1727,"leucine-rich repeat LGI family, member","Lgi4","243914","2180197"
1728,"LIM-domain containing, protein kinase","Limk1","16885","104572"
1729,"Rho family GTPase 2","Rnd2","11858","1338755"
1730,"potassium large conductance calcium-activated channel, subfamily M, beta member 4","Kcnmb4","58802","1913272"
1731,"paired-like homeobox 2b","Phox2b","18935","1100882"
1732,"RAS-related C3 botulinum substrate 1","Rac1","19353","97845"
1733,"RAS-related C3 botulinum substrate 3","Rac3","170758","2180784"
1734,"ras homolog gene family, member A","Rhoa","11848","1096342"
1735,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11","Slc6a11","243616","95630"
1736,"FEV (ETS oncogene family)","Fev","260298","2449712"
1737,"solute carrier family 18 (vesicular monoamine), member 3","Slc18a3","20508","1101061"
1738,"annexin A2","Anxa2","12306","88246"
1739,"dihydropyrimidinase-like 3","Dpysl3","22240","1349762"
1740,"plexin B2","Plxnb2","140570","2154239"
1741,"insulin-like growth factor binding protein 2","Igfbp2","16008","96437"
1742,"insulin-like growth factor binding protein 6","Igfbp6","16012","96441"
1743,"inhibitor of DNA binding 1","Id1","15901","96396"
1744,"ras homolog gene family, member B","Rhob","11852","107949"
1745,"ras homolog gene family, member V","Rhov","228543","2444227"
1746,"polymerase (RNA) II (DNA directed) polypeptide A","Polr2a","20020","98086"
1747,"paired box 7","Pax7","18509","97491"
1748,"ELK3, member of ETS oncogene family","Elk3","13713","101762"
1749,"goosecoid homeobox","Gsc","14836","95841"
1750,"neurogenin 3","Neurog3","11925","893591"
1751,"thioredoxin interacting protein","Txnip","56338","1889549"
1752,"voltage-dependent anion channel 2","Vdac2","22334","106915"
1753,"prostaglandin D2 synthase (brain)","Ptgds","19215","99261"
1754,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2","Atp2a2","11938","88110"
1755,"regulator of G-protein signaling 5","Rgs5","19737","1098434"
1756,"RIKEN cDNA 9430020K01 gene","9430020K01Rik","240185","2685174"
1757,"tRNA splicing endonuclease 34 homolog (SEN34, S. cerevisiae)","Tsen34","66078","1913328"
1758,"peroxiredoxin 1","Prdx1","18477","99523"
1759,"gap junction protein, alpha 1","Gja1","14609","95713"
1760,"fibroblast growth factor receptor 3","Fgfr3","14184","95524"
1761,"fibroblast growth factor 10","Fgf10","14165","1099809"
1762,"ribosomal protein L18","Rpl18","19899","98003"
1763,"RIKEN cDNA 9130024F11 gene","9130024F11Rik","329160","1926150"
1764,"POU domain, class 4, transcription factor 1","Pou4f1","18996","102525"
1765,"transmembrane protein with EGF-like and two follistatin-like domains 1","Tmeff1","230157","1926810"
1766,"Rap1 interacting factor 1 homolog (yeast)","Rif1","51869","1098622"
1767,"SKI family transcriptional corepressor 1","Skor1","207667","2443473"
1768,"brevican","Bcan","12032","1096385"
1769,"MDS1 and EVI1 complex locus","Mecom","14013","95457"
1770,"kinesin family member 4","Kif4","16571","108389"
1771,"synaptotagmin X","Syt10","54526","1859546"
1772,"synaptotagmin XIII","Syt13","80976","1933945"
1773,"topoisomerase (DNA) II alpha","Top2a","21973","98790"
1774,"wingless-type MMTV integration site family, member 8B","Wnt8b","22423","109485"
1775,"zinc finger, matrin type 4","Zmat4","320158","2443497"
1776,"phosphodiesterase 1A, calmodulin-dependent","Pde1a","18573","1201792"
1777,"phosphodiesterase 4B, cAMP specific","Pde4b","18578","99557"
1778,"phosphodiesterase 4D, cAMP specific","Pde4d","238871","99555"
1779,"guanine nucleotide binding protein, alpha o","Gnao1","14681","95775"
1780,"transcription factor 7-like 2, T-cell specific, HMG-box","Tcf7l2","21416","1202879"
1781,"synaptic vesicle glycoprotein 2c","Sv2c","75209","1922459"
1782,"reproductive homeobox 8","Rhox8","434768","3579898"
1783,"cadherin 20","Cdh20","23836","1346069"
1784,"fibroblast growth factor 14","Fgf14","14169","109189"
1785,"fibroblast growth factor receptor 2","Fgfr2","14183","95523"
1786,"hyperpolarization-activated, cyclic nucleotide-gated K+ 1","Hcn1","15165","1096392"
1787,"Rap guanine nucleotide exchange factor (GEF) 4","Rapgef4","56508","1917723"
1788,"AF4/FMR2 family, member 3","Aff3","16764","106927"
1789,"sortilin-related receptor, LDLR class A repeats-containing","Sorl1","20660","1202296"
1790,"tensin 1","Tns1","21961","104552"
1791,"procollagen, type XXIV, alpha 1","col24a1","71355","1918605"
1792,"ras responsive element binding protein 1","Rreb1","68750","2443664"
1793,"NACHT and WD repeat domain containing 2","Nwd2","319807","1920464"
1794,"cadherin 23 (otocadherin)","Cdh23","22295","1890219"
1795,"DEP domain containing MTOR-interacting protein","Deptor","97998","2146322"
1796,"androgen receptor","Ar","11835","88064"
1797,"nuclear receptor coactivator 1","Ncoa1","17977","1276523"
1798,"nuclear receptor coactivator 7","Ncoa7","211329","2444847"
1799,"subventricular expressed transcript 1","Svet1","266615","2385655"
1800,"hypothetical LOC553091","LOC553091","553091",""
1801,"guanine nucleotide binding protein, alpha stimulating, olfactory type","Gnal","14680","95774"
1802,"phosphodiesterase 7B","Pde7b","29863","1352752"
1803,"synaptoporin","Synpr","72003","1919253"
1804,"phosphodiesterase 9A","Pde9a","18585","1277179"
1805,"synaptic vesicle glycoprotein 2 a","Sv2a","64051","1927139"
1806,"family with sequence similarity 110, member A","Fam110a","73847","1921097"
1807,"lanosterol synthase","Lss","16987","1336155"
1808,"adhesion molecule with Ig like domain 2","Amigo2","105827","2145995"
1809,"SV2 related protein","Svop","68666","1915916"
1810,"protocadherin 17","Pcdh17","219228","2684924"
1811,"copine VI","Cpne6","12891","1334445"
1812,"fragile histidine triad gene","Fhit","14198","1277947"
1813,"neurofibromatosis 1","Nf1","18015","97306"
1814,"amyloid beta (A4) precursor protein","App","11820","88059"
1815,"glutamate receptor, ionotropic, delta 2","Grid2","14804","95813"
1816,"actin-binding LIM protein 2","Ablim2","231148","2385758"
1817,"Rho, GDP dissociation inhibitor (GDI) beta","Arhgdib","11857","101940"
1818,"growth hormone secretagogue receptor","Ghsr","208188","C530020I22Rik"
1819,"kinesin light chain 3","Klc3","232943","1277971"
1820,"RAS guanyl releasing protein 1","Rasgrp1","19419","1314635"
1821,"kinesin family member 11","Kif11","16551","1098231"
1822,"opioid growth factor receptor","Ogfr","72075","1919325"
1823,"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)","B3gat1","76898","1924148"
1824,"leucine-rich repeat kinase 2","Lrrk2","66725","1913975"
1825,"secreted frizzled-related sequence protein 5","Sfrp5","54612","1860298"
1826,"neurotrophin 5","Ntf5","78405","97381"
1827,"procollagen, type IX, alpha 1","Col9a1","12839","88465"
1828,"thyroid hormone receptor alpha","Thra","21833","98742"
1829,"RIKEN cDNA A330104H05 gene","A330104H05Rik","77767","1925017"
1830,"BAI1-associated protein 3","Baiap3","545192","2685783"
1831,"CD68 antigen","Cd68","12514","88342"
1832,"potassium channel, subfamily V, member 1","Kcnv1","67498","1914748"
1833,"platelet derived growth factor receptor, alpha polypeptide","Pdgfra","18595","97530"
1834,"solute carrier family 27 (fatty acid transporter), member 2","Slc27a2","26458","1347099"
1835,"persephin","Pspn","19197","1201684"
1836,"capicua homolog (Drosophila)","Cic","71722","1918972"
1837,"hypocretin (orexin) receptor 1","Hcrtr1","230777","2385650"
1838,"cDNA sequence AF529169","AF529169","209743","2667167"
1839,"AHNAK nucleoprotein 2","Ahnak2","100041194","2144831"
1840,"Sad1 and UNC84 domain containing 2","Sun2","223697","2443011"
1841,"cytochrome c oxidase, subunit VIIa 2","Cox7a2","12866","1316715"
1842,"frizzled homolog 10 (Drosophila)","Fzd10","93897","2136761"
1843,"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)","Mpp3","13384","1328354"
1844,"ribosomal protein L31","Rpl31","114641","2149632"
1845,"ribosomal protein L17","Rpl17","319195","2448270"
1846,"malate dehydrogenase 1, NAD (soluble)","Mdh1","17449","97051"
1847,"tissue inhibitor of metalloproteinase 2","Timp2","21858","98753"
1848,"nucleobindin 2","Nucb2","53322","1858179"
1849,"Iroquois related homeobox 4 (Drosophila)","Irx4","50916","1355275"
1850,"tubulin, beta 4A class IVA","Tubb4a","22153","107848"
1851,"calcium channel, voltage-dependent, gamma subunit 7","Cacng7","81904","1932374"
1852,"calcium channel, voltage-dependent, gamma subunit 8","Cacng8","81905","1932376"
1853,"ral guanine nucleotide dissociation stimulator,-like 1","Rgl1","19731","107484"
1854,"calcium binding protein 7","Cabp7","192650","2183437"
1855,"leucine-rich repeats and immunoglobulin-like domains 1","Lrig1","16206","107935"
1856,"cysteine rich protein 2","Crip2","68337","1915587"
1857,"RIKEN cDNA 6330407J23 gene","6330407J23Rik","67412","1914662"
1858,"LIM domain only 2","Lmo2","16909","102811"
1859,"LIM domain only 1","Lmo1","109594","102812"
1860,"LIM homeobox protein 4","Lhx4","16872","101776"
1861,"major urinary protein 2","Mup2","17841","97234"
1862,"PC-esterase domain containing 1A","Pced1a","319513","2442177"
1863,"family with sequence similarity 84, member A","Fam84a","105005","2145011"
1864,"TNF receptor associated factor 4","Traf4","22032","1202880"
1865,"fatty acid binding protein 3, muscle and heart","Fabp3","14077","95476"
1866,"leucine rich repeat containing 55","Lrrc55","241528","2685197"
1867,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor","Lrp8","16975","1340044"
1868,"poliovirus receptor-related 1","Pvrl1","58235","1926483"
1869,"RIKEN cDNA C630035N08 gene","C630035N08Rik","109349","1926106"
1870,"potassium voltage-gated channel, subfamily H (eag-related), member 2","Kcnh2","16511","1341722"
1871,"CUGBP, Elav-like family member 6","Celf6","76183","1923433"
1872,"galanin receptor 3","Galr3","14429","1329003"
1873,"galanin receptor 2","Galr2","14428","1337018"
1874,"cholecystokinin B receptor","Cckbr","12426","99479"
1875,"Rho guanine nucleotide exchange factor (GEF) 17","Arhgef17","207212","2673002"
1876,"RIKEN cDNA 1810041L15 gene","1810041L15Rik","72301","1919551"
1877,"leucine zipper, putative tumor suppressor 1","Lzts1","211134","2684762"
1878,"kallikrein 1-related pepidase b4","Klk1b4","18048","97320"
1879,"cytochrome P450, family 4, subfamily v, polypeptide 3","Cyp4v3","102294","2142763"
1880,"centriole, cilia and spindle associated protein","Ccsap","73420","1920670"
1881,"microtubule crosslinking factor 1","Mtcl1","68617","1915867"
1882,"FK506 binding protein 1b","Fkbp1b","14226","1336205"
1883,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2","Smarcd2","83796","1933621"
1884,"sprouty homolog 1 (Drosophila)","Spry1","24063","1345139"
1885,"KISS1 receptor","Kiss1r","114229","2148793"
1886,"G protein-coupled receptor 161","Gpr161","240888","2685054"
1887,"eukaryotic translation initiation factor 1","Eif1","20918","105125"
1888,"CD63 antigen","Cd63","12512","99529"
1889,"eukaryotic translation elongation factor 1 gamma","Eef1g","67160","1914410"
1890,"serine protease inhibitor, Kunitz type 2","Spint2","20733","1338031"
1891,"endoplasmic reticulum protein 29","Erp29","67397","1914647"
1892,"monoglyceride lipase","Mgll","23945","1346042"
1893,"myelocytomatosis oncogene","Myc","17869","97250"
1894,"protein phosphatase 5, catalytic subunit","Ppp5c","19060","102666"
1895,"cortexin 1","Ctxn1","330695","88566"
1896,"family with sequence similarity 198, member B","Fam198b","68659","1915909"
1897,"RIKEN cDNA 2210419I08 gene","2210419I08Rik","73663",""
1898,"RIKEN cDNA A830029E22 gene","A830029E22Rik","320566","2444280"
1899,"PDZ domain containing RING finger 3","Pdzrn3","55983","1933157"
1900,"similar to G protein coupled receptor","LOC547214","547214",""
1901,"Fras1 related extracellular matrix protein 2","Frem2","242022","2444465"
1902,"LPS-responsive beige-like anchor","Lrba","80877","1933162"
1903,"doublecortin-like kinase 1","Dclk1","13175","1330861"
1904,"enhancer of polycomb homolog 1 (Drosophila)","Epc1","13831","1278322"
1905,"tetratricopeptide repeat domain 6","Ttc6","217602","2684915"
1906,"zinc fingerprotein 618","Zfp618","72701","1919950"
1907,"proprotein convertase subtilisin/kexin type 5","Pcsk5","18552","97515"
1908,"cytochrome P450, family 39, subfamily a, polypeptide 1","Cyp39a1","56050","1927096"
1909,"GSG1-like","Gsg1l","269994","2685483"
1910,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","Sema6a","20358","1203727"
1911,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22","Slc25a22","68267","1915517"
1912,"galanin receptor 1","Galr1","14427","1096364"
1913,"24-dehydrocholesterol reductase","Dhcr24","74754","1922004"
1914,"CLPTM1-like","Clptm1l","218335","2442892"
1915,"hydroxysteroid 11-beta dehydrogenase 1","Hsd11b1","15483","103562"
1916,"potassium inwardly-rectifying channel, subfamily J, member 2","Kcnj2","16518","104744"
1917,"RAB3B, member RAS oncogene family","Rab3b","69908","1917158"
1918,"sodium channel, nonvoltage-gated, type I, alpha","Scnn1a","20276","101782"
1919,"sushi domain containing 2","Susd2","71733","1918983"
1920,"vesicle amine transport protein 1 homolog (T californica)","Vat1","26949","1349450"
1921,"carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15","Chst15","77590","1924840"
1922,"prostate androgen-regulated mucin-like protein 1","Parm1","231440","2443349"
1923,"immunoglobulin-like and fibronectin type III domain containing 1","Igfn1","226438","3045352"
1924,"B cell translocation gene 2, anti-proliferative","Btg2","12227","108384"
1925,"hypoxanthine guanine phosphoribosyl transferase","Hprt","15452","96217"
1926,"potassium channel tetramerisation domain containing 17","Kctd17","72844","1920094"
1927,"nuclear receptor subfamily 2, group E, member 1","Nr2e1","21907","1100526"
1928,"OMA1 homolog, zinc metallopeptidase (S. cerevisiae)","Oma1","67013","1914263"
1929,"transducin-like enhancer of split 3, homolog of Drosophila E(spl)","Tle3","21887","104634"
1930,"msh homeobox 1","Msx1","17701","97168"
1931,"carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8","Chst8","68947","1916197"
1932,"glycine receptor, alpha 3 subunit","Glra3","110304","95749"
1933,"transient receptor potential cation channel, subfamily C, member 4","Trpc4","22066","109525"
1934,"relaxin/insulin-like family peptide receptor 1","Rxfp1","381489","2682211"
1935,"ubiquitin specific peptidase 46","Usp46","69727","1916977"
1936,"regulatory factor X, 3 (influences HLA class II expression)","Rfx3","19726","106582"
1937,"heparan sulfate 6-O-sulfotransferase 2","Hs6st2","50786","1354959"
1938,"TIGR MGI TC1568100","TC1568100","",""
1939,"RAS protein-specific guanine nucleotide-releasing factor 2","Rasgrf2","19418","109137"
1940,"whirlin","Whrn","73750","2682003"
1941,"Family with sequence similarity 84, member B","Fam84b","399603","3026924"
1942,"retinaldehyde binding protein 1","Rlbp1","19771","97930"
1943,"G protein-coupled estrogen receptor 1","Gper1","76854","1924104"
1944,"guanine nucleotide binding protein (G protein), gamma 2 subunit","Gng2","14702","102705"
1945,"succinate receptor 1","Sucnr1","84112","1934135"
1946,"polymerase (RNA) III (DNA directed) polypeptide K","Polr3k","67005","1914255"
1947,"mediator complex subunit 4","Med4","67381","1914631"
1948,"regulatory factor X-associated ankyrin-containing protein","Rfxank","19727","1333865"
1949,"c-myc binding protein","Mycbp","56309","1891750"
1950,"ladybird homeobox homolog 2 (Drosophila)","Lbx2","16815","1342288"
1951,"paired related homeobox 1","Prrx1","18933","97712"
1952,"zinc finger protein 804A","Zfp804a","241514","2442949"
1953,"CD24a antigen","Cd24a","12484","88323"
1954,"vav 2 oncogene","Vav2","22325","102718"
1955,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon","Gabre","14404","1330235"
1956,"protein tyrosine phosphatase, receptor type, O","Ptpro","19277","1097152"
1957,"glutamate receptor, ionotropic, kainate 3","Grik3","14807","95816"
1958,"monooxygenase, DBH-like 1","Moxd1","59012","1921582"
1959,"heterogeneous nuclear ribonucleoprotein U-like 1","Hnrpul1","232989","2443517"
1960,"spondin 1, (f-spondin) extracellular matrix protein","Spon1","233744","2385287"
1961,"myelin transcription factor 1-like","Myt1l","17933","1100511"
1962,"PTPRF interacting protein, binding protein 1 (liprin beta 1)","Ppfibp1","67533","1914783"
1963,"ubiquitin associated and SH3 domain containing, B","Ubash3b","72828","1920078"
1964,"natriuretic peptide receptor 1","Npr1","18160","97371"
